2016-12-03 00:59:57.273874: step 0, loss = 13.97, accu = 0.27, validation: 0.27 (10.6 examples/sec; 12.031 sec/batch)
2016-12-03 01:00:00.132412: step 10, loss = 13.82, accu = 0.32, validation: 0.36 (596.7 examples/sec; 0.215 sec/batch)
2016-12-03 01:00:02.244326: step 20, loss = 13.67, accu = 0.41, validation: 0.41 (610.3 examples/sec; 0.210 sec/batch)
2016-12-03 01:00:04.287107: step 30, loss = 13.50, accu = 0.46, validation: 0.50 (648.2 examples/sec; 0.197 sec/batch)
2016-12-03 01:00:06.326011: step 40, loss = 13.23, accu = 0.53, validation: 0.48 (594.4 examples/sec; 0.215 sec/batch)
2016-12-03 01:00:08.390313: step 50, loss = 13.24, accu = 0.52, validation: 0.59 (613.4 examples/sec; 0.209 sec/batch)
2016-12-03 01:00:10.624973: step 60, loss = 13.27, accu = 0.43, validation: 0.45 (576.5 examples/sec; 0.222 sec/batch)
2016-12-03 01:00:12.751197: step 70, loss = 13.03, accu = 0.46, validation: 0.57 (624.4 examples/sec; 0.205 sec/batch)
2016-12-03 01:00:14.872609: step 80, loss = 12.90, accu = 0.53, validation: 0.60 (617.4 examples/sec; 0.207 sec/batch)
2016-12-03 01:00:16.985463: step 90, loss = 12.74, accu = 0.57, validation: 0.61 (602.0 examples/sec; 0.213 sec/batch)
2016-12-03 01:00:19.118281: step 100, loss = 12.56, accu = 0.60, validation: 0.63 (601.0 examples/sec; 0.213 sec/batch)
2016-12-03 01:00:21.486412: step 110, loss = 12.42, accu = 0.64, validation: 0.60 (548.8 examples/sec; 0.233 sec/batch)
2016-12-03 01:00:23.618386: step 120, loss = 12.42, accu = 0.59, validation: 0.62 (589.7 examples/sec; 0.217 sec/batch)
2016-12-03 01:00:25.717176: step 130, loss = 12.35, accu = 0.59, validation: 0.66 (629.3 examples/sec; 0.203 sec/batch)
2016-12-03 01:00:27.838965: step 140, loss = 12.01, accu = 0.72, validation: 0.63 (637.8 examples/sec; 0.201 sec/batch)
2016-12-03 01:00:29.967586: step 150, loss = 12.20, accu = 0.59, validation: 0.63 (624.7 examples/sec; 0.205 sec/batch)
2016-12-03 01:00:32.117260: step 160, loss = 12.03, accu = 0.59, validation: 0.70 (613.8 examples/sec; 0.209 sec/batch)
2016-12-03 01:00:34.238034: step 170, loss = 12.00, accu = 0.61, validation: 0.64 (596.2 examples/sec; 0.215 sec/batch)
2016-12-03 01:00:36.383371: step 180, loss = 11.83, accu = 0.65, validation: 0.55 (596.4 examples/sec; 0.215 sec/batch)
2016-12-03 01:00:38.436581: step 190, loss = 11.76, accu = 0.59, validation: 0.59 (628.0 examples/sec; 0.204 sec/batch)
2016-12-03 01:00:40.512835: step 200, loss = 11.67, accu = 0.64, validation: 0.63 (582.7 examples/sec; 0.220 sec/batch)
2016-12-03 01:00:42.790110: step 210, loss = 11.57, accu = 0.62, validation: 0.66 (604.0 examples/sec; 0.212 sec/batch)
2016-12-03 01:00:44.928180: step 220, loss = 11.57, accu = 0.55, validation: 0.63 (631.2 examples/sec; 0.203 sec/batch)
2016-12-03 01:00:47.054107: step 230, loss = 11.37, accu = 0.60, validation: 0.70 (645.7 examples/sec; 0.198 sec/batch)
2016-12-03 01:00:49.171114: step 240, loss = 11.30, accu = 0.63, validation: 0.58 (576.7 examples/sec; 0.222 sec/batch)
2016-12-03 01:00:51.288401: step 250, loss = 11.17, accu = 0.66, validation: 0.66 (632.0 examples/sec; 0.203 sec/batch)
2016-12-03 01:00:53.418513: step 260, loss = 11.15, accu = 0.61, validation: 0.66 (608.5 examples/sec; 0.210 sec/batch)
2016-12-03 01:00:55.578169: step 270, loss = 11.03, accu = 0.68, validation: 0.59 (611.7 examples/sec; 0.209 sec/batch)
2016-12-03 01:00:57.714571: step 280, loss = 10.93, accu = 0.67, validation: 0.64 (611.2 examples/sec; 0.209 sec/batch)
2016-12-03 01:00:59.840937: step 290, loss = 10.91, accu = 0.62, validation: 0.55 (602.7 examples/sec; 0.212 sec/batch)
2016-12-03 01:01:01.992805: step 300, loss = 10.80, accu = 0.61, validation: 0.66 (594.7 examples/sec; 0.215 sec/batch)
2016-12-03 01:01:04.372027: step 310, loss = 10.67, accu = 0.66, validation: 0.61 (630.4 examples/sec; 0.203 sec/batch)
2016-12-03 01:01:06.498845: step 320, loss = 10.60, accu = 0.63, validation: 0.61 (607.3 examples/sec; 0.211 sec/batch)
2016-12-03 01:01:08.609074: step 330, loss = 10.57, accu = 0.59, validation: 0.67 (592.1 examples/sec; 0.216 sec/batch)
2016-12-03 01:01:10.755563: step 340, loss = 10.41, accu = 0.66, validation: 0.69 (569.4 examples/sec; 0.225 sec/batch)
2016-12-03 01:01:12.907976: step 350, loss = 10.46, accu = 0.61, validation: 0.59 (571.8 examples/sec; 0.224 sec/batch)
2016-12-03 01:01:15.000041: step 360, loss = 10.37, accu = 0.62, validation: 0.66 (587.1 examples/sec; 0.218 sec/batch)
2016-12-03 01:01:17.137816: step 370, loss = 10.40, accu = 0.55, validation: 0.64 (596.4 examples/sec; 0.215 sec/batch)
2016-12-03 01:01:19.241820: step 380, loss = 10.24, accu = 0.60, validation: 0.62 (589.0 examples/sec; 0.217 sec/batch)
2016-12-03 01:01:21.339341: step 390, loss = 10.05, accu = 0.62, validation: 0.66 (612.4 examples/sec; 0.209 sec/batch)
2016-12-03 01:01:23.472396: step 400, loss = 9.90, accu = 0.70, validation: 0.69 (600.3 examples/sec; 0.213 sec/batch)
2016-12-03 01:01:25.783067: step 410, loss = 9.94, accu = 0.62, validation: 0.68 (624.5 examples/sec; 0.205 sec/batch)
2016-12-03 01:01:27.923298: step 420, loss = 9.84, accu = 0.67, validation: 0.63 (608.7 examples/sec; 0.210 sec/batch)
